"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"79",7,"Rashad Jennings",FA,"RB31","35","141","84.5","18.5"
"80",7,"Joique Bell",FA,"RB32","42","142","84.8","20.7"
"81",7,"Kendall Wright",FA,"WR35","47","141","83.7","18.2"
"82",8,"John Brown",FA,"WR36","46","128","85.7","16.4"
"83",8,"Nelson Agholor",NE,"WR37","47","181","82.3","21.5"
"84",8,"Shane Vereen",FA,"RB33","36","138","82.6","20.7"
"85",8,"Mike Wallace",FA,"WR38","54","132","84.3","15.1"
"86",8,"Ryan Tannehill",TEN,"QB10","52","137","86.2","15.5"
"87",8,"Delanie Walker",FA,"TE6","61","144","90.0","14.9"
"88",8,"Jason Witten",FA,"TE7","51","123","90.4","14.9"
"89",8,"Tevin Coleman",NYJ,"RB34","37","141","90.5","19.2"
"90",8,"Danny Woodhead",FA,"RB35","39","152","88.1","20.4"
"91",8,"Jordan Cameron",FA,"TE8","56","125","91.8","13.8"
"92",8,"Eli Manning",FA,"QB11","62","159","92.9","16.7"
"93",8,"Pierre Garcon",FA,"WR39","60","156","95.5","22.6"
"94",8,"Cam Newton",FA,"QB12","48","152","97.0","22.3"
"95",8,"Matthew Stafford",LAR,"QB13","44","156","98.0","20.1"
"96",8,"Isaiah Crowell",FA,"RB36","38","177","98.1","22.8"
"97",8,"Devonta Freeman",BAL,"RB37","50","148","98.3","18.5"
"98",8,"Marques Colston",FA,"WR40","62","159","100.9","21.8"
"99",8,"Duke Johnson Jr.",BUF,"RB38","47","157","99.6","21.3"
"100",8,"Tyler Eifert",FA,"TE9","71","137","101.7","15.0"
"101",8,"Eddie Royal",FA,"WR41","51","196","98.0","26.3"
"102",8,"Torrey Smith",FA,"WR42","68","152","103.5","17.0"
"103",8,"Ryan Mathews",FA,"RB39","50","147","108.5","18.4"
"104",9,"Reggie Bush",FA,"RB40","71","174","109.3","20.7"
"105",9,"Zach Ertz",ARI,"TE10","80","171","110.8","17.8"
"106",9,"Bishop Sankey",FA,"RB41","54","182","111.4","21.4"
"107",9,"Kyle Rudolph",FA,"TE11","67","163","112.2","14.0"
"108",9,"Devin Funchess",FA,"WR43","47","188","108.9","29.0"
"109",9,"Philip Rivers",FA,"QB14","73","169","115.0","20.6"
"110",9,"Sam Bradford",FA,"QB15","65","172","112.8","23.0"
"111",9,"Martavis Bryant",FA,"WR44","61","196","110.1","29.1"
"112",9,"Michael Floyd",FA,"WR45","60","192","112.8","25.5"
"113",9,"Tre Mason",FA,"RB42","60","170","115.6","20.9"
"114",9,"Julius Thomas",FA,"TE12","91","200","124.8","20.1"
"115",9,"Darren McFadden",FA,"RB43","51","187","122.4","28.8"
"116",9,"Owen Daniels",FA,"TE13","70","171","122.7","17.4"
"117",9,"Steve Johnson",FA,"WR46","64","199","120.3","30.7"
"118",9,"Austin Seferian-Jenkins",FA,"TE14","67","197","125.4","19.7"
"119",9,"Antonio Gates",FA,"TE15","80","163","129.1","16.5"
"120",9,"Brian Quick",FA,"WR47","63","195","122.8","26.2"
"121",9,"Darren Sproles",FA,"RB44","56","210","122.1","24.9"
"122",9,"Markus Wheaton",FA,"WR48","54","198","119.9","35.2"
"123",9,"David Johnson",HOU,"RB45","48","245","125.1","24.9"
"124",9,"Heath Miller",FA,"TE16","92","178","125.2","18.0"
"125",9,"Rueben Randle",FA,"WR49","69","193","125.3","23.7"
"126",9,"Larry Donnell",FA,"TE17","91","193","124.8","19.3"
"127",9,"Victor Cruz",FA,"WR50","60","199","125.2","29.4"
"128",9,"Dwayne Allen",FA,"TE18","90","192","128.0","17.6"
"129",9,"Jordan Reed",FA,"TE19","91","192","125.4","21.0"
"130",9,"Roy Helu",FA,"RB46","79","196","124.5","24.3"
"131",9,"DeVante Parker",NE,"WR51","61","186","129.1","25.2"
"132",9,"Teddy Bridgewater",MIA,"QB16","80","193","136.2","21.4"
"133",9,"Seattle Seahawks",SEA,"DST1","106","173","129.3","11.8"
"134",9,"Matt Jones",FA,"RB47","70","199","129.8","29.9"
"135",9,"Alfred Blue",FA,"RB48","75","196","132.5","28.4"
"136",10,"Charles Clay",FA,"TE20","93","196","138.6","21.2"
"137",10,"Vernon Davis",FA,"TE21","92","187","140.7","21.0"
"138",10,"Buffalo Bills",BUF,"DST2","115","196","137.8","12.0"
"139",10,"Colin Kaepernick",FA,"QB17","77","197","141.5","23.9"
"140",10,"Charles Sims",FA,"RB49","88","179","130.4","23.2"
"141",10,"Terrance Williams",FA,"WR52","90","183","140.4","21.7"
"142",10,"Michael Crabtree",FA,"WR53","71","202","138.2","26.1"
"143",10,"Los Angeles Rams",LAR,"DST3","118","165","140.9","9.9"
"144",10,"Carson Palmer",FA,"QB18","70","193","145.8","20.1"
"145",10,"Houston Texans",HOU,"DST4","112","183","141.6","11.7"
"146",10,"Marvin Jones Jr.",JAC,"WR54","95","200","144.0","23.6"
"147",10,"Coby Fleener",FA,"TE22","99","184","145.9","17.4"
"148",10,"Josh Hill",FA,"TE23","102","203","140.7","19.9"
"149",10,"Knile Davis",FA,"RB50","86","221","152.6","22.1"
"150",10,"Eric Ebron",FA,"TE24","105","189","146.4","18.8"
"151",10,"Kenny Stills",NO,"WR55","81","225","143.8","27.7"
"152",10,"Brandon LaFell",FA,"WR56","63","267","128.3","41.0"
"153",10,"Joe Flacco",NYJ,"QB19","81","200","153.1","20.4"
"154",10,"Breshad Perriman",TB,"WR57","95","239","145.3","28.9"
"155",10,"Doug Baldwin",FA,"WR58","96","194","152.9","20.6"
"156",10,"Andre Williams",FA,"RB51","111","215","156.0","21.6"
"157",10,"Jay Cutler",FA,"QB20","130","200","161.5","16.7"
"158",10,"Ronnie Hillman",FA,"RB52","78","213","151.2","29.6"
"159",10,"Percy Harvin",FA,"WR59","91","197","152.2","27.0"
"160",10,"Arizona Cardinals",ARI,"DST5","117","191","160.5","13.7"
"161",10,"Andy Dalton",NO,"QB21","99","197","161.9","21.2"
"162",10,"Fred Jackson",FA,"RB53","105","209","158.4","23.2"
"163",10,"Jerick McKinnon",KC,"RB54","118","249","159.7","23.1"
"164",10,"Denver Broncos",DEN,"DST6","120","199","163.8","16.8"
"165",10,"Ladarius Green",FA,"TE25","119","206","159.2","18.4"
"166",10,"Denard Robinson",FA,"RB55","104","293","157.4","28.2"
"167",10,"Richard Rodgers",PHI,"TE26","108","200","153.9","22.3"
"168",11,"Brandon Coleman",FA,"WR60","71","232","152.5","27.5"
"169",11,"Dwayne Bowe",FA,"WR61","99","220","160.1","23.8"
"170",11,"Allen Hurns",FA,"WR62","88","198","151.9","28.5"
"171",11,"Dorial Green-Beckham",FA,"WR63","121","289","168.8","25.8"
"172",11,"Carolina Panthers",CAR,"DST7","122","200","171.1","18.4"
"173",11,"Jared Cook",LAC,"TE27","93","240","165.9","25.0"
"174",11,"Cecil Shorts",FA,"WR64","119","255","170.9","22.3"
"175",11,"David Cobb",FA,"RB56","114","324","148.6","33.9"
"176",11,"Terrance West",FA,"RB57","123","205","166.4","19.1"
"177",11,"New England Patriots",NE,"DST8","123","198","170.6","15.7"
"178",11,"James White",NE,"RB58","107","259","162.2","27.8"
"179",11,"Miami Dolphins",MIA,"DST9","124","200","168.2","20.7"
"180",11,"Lance Dunbar",FA,"RB59","119","254","165.7","25.6"
"181",11,"Cody Latimer",FA,"WR65","122","225","166.0","18.9"
"182",11,"DeAngelo Williams",FA,"RB60","135","247","173.6","19.7"
"183",11,"Phillip Dorsett II",HOU,"WR66","85","262","167.6","31.1"
"184",11,"Cameron Artis-Payne",FA,"RB61","128","272","169.8","26.1"
"185",11,"Theo Riddick",FA,"RB62","118","235","169.5","24.1"
"186",11,"Khiry Robinson",FA,"RB63","112","211","167.1","21.8"
"187",11,"Christine Michael",FA,"RB64","103","265","150.1","32.8"
"188",11,"Kenny Britt",FA,"WR67","115","203","173.6","20.8"
"189",11,"Malcom Floyd",FA,"WR68","113","212","175.3","19.9"
"190",11,"Benjamin Watson",FA,"TE28","103","246","161.2","33.5"
"191",11,"New York Jets",NYJ,"DST10","120","197","170.2","17.1"
"192",11,"Danny Amendola",HOU,"WR69","79","251","158.2","35.4"
"193",11,"Marcus Mariota",ATL,"QB22","101","204","171.8","25.8"
"194",11,"Mychal Rivera",FA,"TE29","119","291","170.5","27.3"
"195",11,"Green Bay Packers",GB,"DST11","125","200","178.8","17.9"
"196",11,"Alex Smith",FA,"QB23","112","202","173.9","21.2"
"197",11,"Dion Lewis",FA,"RB65","117","220","159.9","28.1"
"198",11,"Jameis Winston",NO,"QB24","132","210","174.8","19.8"
"199",11,"Javorius Allen",FA,"RB66","132","233","175.1","21.1"
"200",11,"James Jones",FA,"WR70","100","278","157.0","34.7"
"201",12,"James Starks",FA,"RB67","135","214","177.1","18.1"
"202",12,"Derek Carr",LV,"QB25","130","240","175.7","21.3"
"203",12,"Maxx Williams",ARI,"TE30","133","284","181.4","24.0"
"204",12,"Lorenzo Taliaferro",FA,"RB68","148","281","184.0","21.2"
"205",12,"Donte Moncrief",FA,"WR71","143","296","181.2","24.6"
"206",12,"Baltimore Ravens",BAL,"DST12","126","200","181.8","19.0"
"207",12,"Cole Beasley",FA,"WR72","142","261","174.4","25.1"
"208",12,"Tyler Lockett",SEA,"WR73","114","260","165.9","30.3"
"209",12,"Jay Ajayi",FA,"RB69","124","358","172.7","42.6"
"210",12,"Chris Polk",FA,"RB70","128","300","176.2","32.0"
"211",12,"Josh Robinson",FA,"RB71","115","234","158.9","25.4"
"212",12,"Andrew Hawkins",FA,"WR74","127","258","177.2","23.4"
"213",12,"Ty Montgomery",NE,"RB72","98","306","168.0","41.4"
"214",12,"Jacob Tamme",FA,"TE31","129","279","177.0","27.4"
"215",12,"Jeff Janis",FA,"WR75","116","397","180.3","52.3"
"216",12,"Marquess Wilson",FA,"WR76","97","283","175.6","37.3"
"217",12,"Damien Williams",ATL,"RB73","130","227","164.3","26.5"
"218",12,"Leonard Hankerson",FA,"WR77","122","266","171.7","31.5"
"219",12,"Karlos Williams",FA,"RB74","138","307","175.9","33.8"
"220",12,"Branden Oliver",FA,"RB75","139","299","181.4","30.8"
"221",12,"Benny Cunningham Jr.",FA,"RB76","124","211","174.4","23.1"
"222",12,"Marqise Lee",FA,"WR78","151","316","186.0","30.4"
"223",12,"Kevin White",NO,"WR79","111","349","177.4","48.4"
"224",12,"Rob Housler",FA,"TE32","155","325","186.1","33.0"
"225",12,"Stedman Bailey",FA,"WR80","160","280","187.6","23.7"
"226",12,"Blake Bortles",FA,"QB26","149","271","185.9","25.2"
"227",12,"Dan Herron",FA,"RB77","173","198","186.1","7.8"
"228",12,"Chris Johnson",FA,"RB78","132","248","183.5","21.6"
"229",12,"Bilal Powell",FA,"RB79","147","294","182.9","31.8"
"230",12,"Jaelen Strong",FA,"WR81","165","298","192.6","27.5"
"231",12,"Nick Foles",CHI,"QB27","150","244","184.2","22.3"
"232",12,"Cincinnati Bengals",CIN,"DST13","140","200","170.1","19.0"
"233",12,"Kansas City Chiefs",KC,"DST14","128","201","171.2","23.3"
"234",12,"Montee Ball",FA,"RB80","141","200","176.9","14.3"
"235",12,"Stevan Ridley",FA,"RB81","174","367","196.0","46.4"
"236",12,"Scott Chandler",FA,"TE33","142","277","186.4","31.1"
"237",12,"Brian Hartline",FA,"WR82","141","222","179.8","20.8"
"238",12,"Virgil Green",FA,"TE34","134","305","185.3","42.0"
"239",12,"Jerricho Cotchery",FA,"WR83","151","268","183.5","28.2"
"240",12,"Philadelphia Eagles",PHI,"DST15","146","197","176.6","16.5"
"241",12,"Greg Jennings",FA,"WR84","154","269","188.6","25.7"
"242",13,"Harry Douglas",FA,"WR85","131","257","177.8","31.4"
"243",13,"Jordy Nelson",FA,"WR86","8","21","16.7","6.1"
"244",13,"Robert Griffin III",FA,"QB28","98","445","201.1","81.6"
"245",13,"Brandon Bolden",LV,"RB82","137","310","190.4","40.8"
"246",13,"Jonas Gray",FA,"RB83","165","201","183.6","10.9"
"247",13,"Mohamed Sanu Sr.",SF,"WR87","155","263","195.4","25.5"
"248",13,"Tyrod Taylor",NYG,"QB29","139","327","194.4","48.1"
"249",13,"Josh Huff",FA,"WR88","144","285","195.2","34.9"
"250",13,"Tavon Austin",JAC,"WR89","122","319","195.1","50.8"
"251",13,"Kamar Aiken",FA,"WR90","131","237","181.7","27.9"
"252",13,"Corey Brown",FA,"WR91","152","223","182.0","20.5"
"253",13,"De'Anthony Thomas",FA,"WR92","173","361","201.4","56.4"
"254",13,"Reggie Wayne",FA,"WR93","141","200","168.9","20.7"
"255",13,"Robert Woods",TEN,"WR94","159","238","196.4","24.1"
"256",13,"Minnesota Vikings",MIN,"DST16","136","184","165.5","16.8"
"257",13,"Jeff Cumberland",FA,"TE35","147","241","185.5","28.9"
"258",13,"Toby Gerhart",FA,"RB84","173","322","201.1","43.5"
"259",13,"Cordarrelle Patterson",ATL,"RB85","167","326","202.9","46.1"
"260",13,"Ryan Fitzpatrick",WAS,"QB30","151","386","211.1","70.0"
"261",13,"Detroit Lions",DET,"DST17","131","188","163.4","20.8"
"262",13,"Jace Amaro",FA,"TE36","138","187","166.6","15.9"
"263",13,"San Francisco 49ers",SF,"DST18","132","155","148.8","9.7"
"264",13,"Kelvin Benjamin",FA,"WR95","53","55","54.0","1.0"
"265",13,"Garrett Graham",FA,"TE37","172","292","198.9","38.9"
"266",13,"Jermaine Gresham",FA,"TE38","146","330","201.5","67.2"
"267",13,"Crockett Gillmore",FA,"TE39","146","228","179.2","29.3"
"268",13,"Marcedes Lewis",GB,"TE40","147","318","196.4","61.7"
"269",13,"Adam Vinatieri",FA,"K1","133","187","166.8","21.3"
"270",13,"Justin Tucker",BAL,"K2","138","185","167.0","19.3"
"271",13,"Dan Bailey",FA,"K3","139","198","168.0","20.9"
"272",13,"Stephen Gostkowski",FA,"K4","130","212","169.0","29.3"
"273",13,"Cleveland Browns",CLE,"DST19","134","152","144.3","7.6"
"274",13,"Stephen Hauschka",FA,"K5","135","201","169.5","24.1"
"275",13,"Mason Crosby",GB,"K6","140","198","174.3","22.9"
"276",13,"Zac Stacy",FA,"RB86","180","297","206.5","40.7"
"277",13,"Albert Wilson",MIA,"WR96","186","301","213.4","37.3"
"278",13,"Mike Tolbert",FA,"RB87","108","264","194.0","50.7"
"279",13,"Antonio Andrews",FA,"RB88","167","200","177.8","13.3"
"280",13,"Travaris Cadet",FA,"RB89","170","253","192.8","31.3"
"281",13,"Pittsburgh Steelers",PIT,"DST20","137","177","156.7","16.3"
"282",13,"Ryan Williams",FA,"RB90","189","197","194.4","3.3"
"283",13,"Chris Conley",HOU,"WR97","142","308","197.5","66.2"
"284",13,"Brent Celek",FA,"TE41","157","252","197.2","33.5"
"285",13,"Justin Hunter",FA,"WR98","172","355","219.0","68.8"
"286",13,"Matt Bryant",FA,"K7","143","185","165.3","17.3"
"287",13,"Indianapolis Colts",IND,"DST21","148","199","167.3","22.6"
"288",13,"Cody Parkey",FA,"K8","141","200","168.7","24.2"
"289",13,"Blair Walsh",FA,"K9","145","192","168.7","19.2"
"290",14,"Phil Dawson",FA,"K10","155","194","174.0","15.9"
"291",14,"Matt Prater",ARI,"K11","149","207","175.3","24.0"
"292",14,"Dexter McCluster",FA,"RB91","178","333","220.8","58.1"
"293",14,"Dan Carpenter",FA,"K12","154","205","178.7","20.9"
"294",14,"Kirk Cousins",MIN,"QB31","175","335","224.2","58.3"
"295",14,"Josh Brown",FA,"K13","147","218","181.7","29.0"
"296",14,"Josh Scobee",FA,"K14","163","208","182.0","19.0"
"297",14,"Jacquizz Rodgers",FA,"RB92","175","302","212.0","52.6"
"298",14,"Chandler Catanzaro",FA,"K15","151","224","182.3","30.7"
"299",14,"New York Giants",NYG,"DST22","144","159","151.5","7.5"
"300",14,"Trent Richardson",FA,"RB93","59","418","238.5","179.5"
"301",14,"Graham Gano",NYG,"K16","157","216","183.7","24.4"
"302",14,"Greg Zuerlein",NYJ,"K17","159","217","185.7","23.9"
"303",14,"Dallas Cowboys",DAL,"DST23","157","157","157.0","0.0"
"304",14,"Jeremy Langford",FA,"RB94","178","303","216.0","50.6"
"305",14,"Devin Smith",FA,"WR99","170","363","231.0","76.9"
"306",14,"Tampa Bay Buccaneers",TB,"DST24","158","160","159.0","1.0"
"307",14,"Robbie Gould",SF,"K18","153","236","187.7","35.2"
"308",14,"Brian Hoyer",NE,"QB32","159","357","230.0","77.6"
"309",14,"Mike Nugent",FA,"K19","156","230","189.3","30.6"
"310",14,"Randy Bullock",TEN,"K20","158","231","189.3","30.7"
"311",14,"Jacksonville Jaguars",JAC,"DST25","158","167","162.5","4.5"
"312",14,"Thomas Rawls",FA,"RB95","185","323","224.0","57.3"
"313",14,"Sebastian Janikowski",FA,"K21","161","226","191.3","26.7"
"314",14,"Connor Barth",FA,"K22","144","190","167.0","23.0"
"315",14,"Cairo Santos",CHI,"K23","152","243","193.0","37.7"
"316",14,"Robert Turbin",FA,"RB96","189","199","193.0","4.3"
"317",14,"Dennis Pitta",FA,"TE42","188","389","242.5","84.7"
"318",14,"Kai Forbath",LAR,"K24","160","242","195.7","34.3"
"319",14,"Rishard Matthews",FA,"WR100","143","422","255.0","120.4"
"320",14,"Nick Folk",NE,"K25","162","256","200.3","40.3"
"321",14,"Zach Zenner",FA,"RB97","166","184","175.0","9.0"
"322",14,"Clive Walford",FA,"TE43","196","202","198.3","2.6"
"323",14,"Ryan Succop",TB,"K26","164","274","208.7","47.2"
"324",14,"Jarrett Boykin",FA,"WR101","130","226","178.0","48.0"
"325",14,"Taylor Gabriel",FA,"WR102","191","275","219.8","32.8"
"326",14,"Preston Parker",FA,"WR103","119","426","272.5","153.5"
"327",14,"Rod Streater",FA,"WR104","182","312","226.7","60.4"
"328",14,"Antone Smith",FA,"RB98","166","415","262.0","109.3"
"329",14,"Josh McCown",FA,"QB33","177","391","255.0","96.5"
"330",14,"Hakeem Nicks",FA,"WR105","174","203","188.5","14.5"
"331",14,"Ahmad Bradshaw",FA,"RB99","186","192","189.0","3.0"
"332",14,"Brandon McManus",DEN,"K27","171","211","191.0","20.0"
"333",14,"Aaron Dobson",FA,"WR106","143","321","232.0","89.0"
"334",14,"Nate Washington",FA,"WR107","170","288","225.7","48.4"
"335",14,"Matt Asiata",FA,"RB100","146","290","218.0","72.0"
"336",14,"Josh Lambo",FA,"K28","176","219","197.5","21.5"
"337",14,"Darren Fells",FA,"TE44","189","338","244.3","66.6"
"338",14,"Nick Toon",FA,"WR108","198","200","199.0","1.0"
"339",14,"Riley Cooper",FA,"WR109","155","332","243.7","72.3"
"340",14,"Juwan Thompson",FA,"RB101","184","295","231.7","46.6"
"341",14,"Derek Carrier",LV,"TE45","155","328","241.5","86.5"
"342",14,"Jarius Wright",FA,"WR110","193","282","228.3","38.6"
"343",14,"Justin Hardy",FA,"WR111","172","315","243.5","71.5"
"344",14,"Marcel Reece",FA,"RB102","172","342","257.0","85.0"
"345",14,"Travis Benjamin",SF,"WR112","173","403","288.0","115.0"
"346",15,"Chris Thompson",FA,"RB103","178","393","285.5","107.5"
"347",15,"Jeremy Kerley",FA,"WR113","180","336","258.0","78.0"
"348",15,"Vick Ballard",FA,"RB104","181","350","265.5","84.5"
"349",15,"Jason Myers",SEA,"K29","186","286","236.0","50.0"
"350",15,"Travis Coons",FA,"K30","189","270","229.5","40.5"
"351",15,"Jermaine Kearse",FA,"WR114","198","304","246.0","43.9"
"352",15,"Anthony Dixon",FA,"RB105","189","370","279.5","90.5"
"353",15,"Andre Caldwell",FA,"WR115","192","413","302.5","110.5"
"354",15,"Jonathan Grimes",FA,"RB106","195","347","271.0","76.0"
"355",15,"Bernard Pierce",FA,"RB107","199","401","300.0","101.0"
"356",15,"Bobby Rainey",FA,"RB108","200","341","270.5","70.5"
"357",15,"Dion Sims",FA,"TE46","200","343","271.5","71.5"
"358",15,"Terrelle Pryor Sr.",FA,"WR116","218","229","223.5","5.5"
"359",15,"Ted Ginn Jr.",FA,"WR117","205","432","293.3","99.3"
"360",15,"Lance Moore",FA,"WR118","208","407","307.5","99.5"
"361",15,"Andrew Quarless",FA,"TE47","209","273","241.0","32.0"
"362",15,"Bruce Ellington",FA,"WR119","209","429","319.0","110.0"
"363",15,"Lance Kendricks",FA,"TE48","219","276","247.5","28.5"
"364",15,"Johnny Manziel",FA,"QB34","231","440","335.5","104.5"
"365",15,"Ryan Mallett",FA,"QB35","233","443","338.0","105.0"
"366",16,"Chris Matthews",FA,"WR120","242","339","290.5","48.5"
