"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"284",12,"Tyler Kroft",NYJ,"TE34","173","287","244.6","30.4"
"285",12,"Jonathan Stewart",FA,"RB80","181","365","277.6","35.0"
"286",12,"Buffalo Bills",BUF,"DST23","177","376","264.4","41.3"
"287",12,"Washington Commanders",WAS,"DST24","183","377","273.0","42.7"
"288",12,"Elijah McGuire",FA,"RB81","162","405","270.3","41.8"
"289",12,"Travis Benjamin",SF,"WR96","175","298","259.1","31.3"
"290",12,"Ameer Abdullah",CAR,"RB82","148","348","265.2","44.2"
"291",12,"Stephen Hauschka",FA,"K22","160","390","274.7","41.5"
"292",12,"Jalen Richard",FA,"RB83","190","340","275.6","30.3"
"293",12,"Tavon Austin",JAC,"WR97","191","463","271.8","43.3"
"294",12,"Ryan Griffin",CHI,"TE35","160","322","239.2","35.5"
"295",12,"Tampa Bay Buccaneers",TB,"DST25","189","372","272.8","45.1"
"296",12,"Jesse James",CHI,"TE36","172","331","247.9","36.5"
"297",12,"Tyler Boyd",CIN,"WR98","170","323","251.0","42.0"
"298",12,"Cleveland Browns",CLE,"DST26","169","375","271.8","52.7"
"299",12,"Chad Williams",FA,"WR99","153","347","252.2","47.1"
"300",12,"Corey Coleman",KC,"WR100","143","388","228.9","49.0"
"301",12,"Curtis Samuel",WAS,"WR101","233","361","277.1","30.5"
"302",12,"Dallas Cowboys",DAL,"DST27","178","378","271.4","47.9"
"303",12,"J.J. Nelson",IND,"WR102","202","310","265.8","29.8"
"304",12,"Cordarrelle Patterson",ATL,"RB84","149","330","239.7","43.0"
"305",12,"San Francisco 49ers",SF,"DST28","188","357","283.1","46.0"
"306",12,"Keke Coutee",IND,"WR103","210","320","270.6","31.8"
"307",12,"Cairo Santos",CHI,"K23","170","315","256.7","43.5"
"308",12,"DeAndre Washington",FA,"RB85","190","370","284.1","34.8"
"309",12,"Alfred Blue",FA,"RB86","170","402","285.2","41.9"
"310",13,"Phil Dawson",FA,"K24","208","386","284.2","29.2"
"311",13,"Blake Jarwin",FA,"TE37","133","335","247.3","47.7"
"312",13,"Torrey Smith",FA,"WR104","223","339","278.2","28.5"
"313",13,"Dustin Hopkins",LAC,"K25","200","392","280.2","35.8"
"314",13,"Lamar Jackson",BAL,"QB34","165","498","283.7","68.7"
"315",13,"Jacquizz Rodgers",FA,"RB87","214","389","292.2","39.6"
"316",13,"Blair Walsh",FA,"K26","199","321","267.3","44.6"
"317",13,"Josh McCown",FA,"QB35","191","491","285.1","69.6"
"318",13,"Josh Rosen",ATL,"QB36","213","453","295.2","42.9"
"319",13,"Christine Michael",FA,"RB88","175","409","272.7","51.9"
"320",13,"Cody Parkey",FA,"K27","203","393","290.7","34.5"
"321",13,"Chandler Catanzaro",FA,"K28","208","389","286.2","36.7"
"322",13,"Ed Dickson",FA,"TE38","142","326","250.6","49.0"
"323",13,"D.J. Chark Jr.",DET,"WR105","164","324","252.1","47.4"
"324",13,"Laquon Treadwell",JAC,"WR106","168","331","249.7","50.1"
"325",13,"Mack Hollins",LV,"WR107","172","368","275.9","42.4"
"326",13,"Brice Butler",FA,"WR108","220","312","271.6","23.2"
"327",13,"Robert Turbin",FA,"RB89","188","403","313.6","39.4"
"328",13,"Kevin White",NO,"WR109","184","349","264.5","48.6"
"329",13,"Marqise Lee",FA,"WR110","87","144","114.9","16.7"
"330",13,"Mike Davis",ATL,"RB90","182","464","311.3","50.9"
"331",13,"Virgil Green",FA,"TE39","187","332","253.9","40.8"
"332",13,"Adam Shaheen",MIA,"TE40","166","299","256.6","31.7"
"333",13,"De'Angelo Henderson Sr.",FA,"RB91","248","328","303.2","19.1"
"334",13,"Jonathan Williams",WAS,"RB92","187","322","256.5","33.4"
"335",13,"Seth Roberts",FA,"WR111","181","373","262.1","55.0"
"336",13,"Phillip Lindsay",MIA,"RB93","172","360","277.7","55.7"
"337",13,"Mark Walton",FA,"RB94","241","381","322.2","32.1"
"338",13,"Sebastian Janikowski",FA,"K29","232","384","292.6","33.9"
"339",13,"Tyler Higbee",LAR,"TE41","248","344","279.9","26.7"
"340",13,"Nick Foles",CHI,"QB37","190","488","298.3","78.5"
"341",13,"Adam Humphries",WAS,"WR112","191","398","272.9","55.9"
"342",13,"Ryan Fitzpatrick",WAS,"QB38","201","489","299.8","76.5"
"343",13,"Justin Jackson",LAC,"RB95","227","429","312.9","37.9"
"344",13,"Stephen Anderson",ARI,"TE42","215","281","253.5","19.9"
"345",13,"Boston Scott",PHI,"RB96","183","430","287.6","59.0"
"346",13,"Jeremy Maclin",FA,"WR113","224","284","258.4","17.6"
"347",13,"Jonnu Smith",NE,"TE43","239","349","277.0","32.2"
"348",13,"Brett Maher",FA,"K30","202","325","277.8","32.5"
"349",13,"Jordan Matthews",SF,"WR114","178","285","240.4","32.4"
"350",13,"Joe Williams",FA,"RB97","229","370","300.2","34.1"
"351",13,"Charles Sims",FA,"RB98","245","320","285.9","20.4"
"352",13,"New York Jets",NYJ,"DST29","205","374","282.6","48.4"
"353",14,"Damien Williams",ATL,"RB99","226","405","321.3","39.9"
"354",14,"Josh Hill",FA,"TE44","196","392","277.2","57.9"
"355",14,"Kendall Wright",FA,"WR115","236","325","279.5","23.8"
"356",14,"Jaylen Samuels",ARI,"RB100","251","334","282.9","30.5"
"357",14,"Travaris Cadet",FA,"RB101","260","352","305.2","23.4"
"358",14,"Garrett Celek",FA,"TE45","267","331","294.1","22.8"
"359",14,"Marquez Valdes-Scantling",KC,"WR116","189","382","276.9","64.7"
"360",14,"Kenny Britt",FA,"WR117","257","309","281.8","16.4"
"361",14,"Brandon LaFell",FA,"WR118","243","348","286.4","26.9"
"362",14,"Las Vegas Raiders",LV,"DST30","203","381","289.6","52.0"
"363",14,"Mark Andrews",BAL,"TE46","232","333","293.2","32.8"
"364",14,"Ito Smith",FA,"RB102","264","395","318.6","33.8"
"365",14,"Malcolm Brown",MIA,"RB103","276","421","340.1","39.6"
"366",14,"Chris Herndon IV",MIN,"TE47","246","310","285.9","20.1"
"367",14,"Nathan Peterman",FA,"QB39","238","490","326.6","80.2"
"368",14,"Teddy Bridgewater",MIA,"QB40","251","501","345.1","79.2"
"369",14,"Jakeem Grant Sr.",CLE,"WR119","221","368","291.9","42.0"
"370",14,"Bruce Ellington",FA,"WR120","233","325","270.6","30.4"
"371",14,"Cody Latimer",FA,"WR121","234","320","274.7","30.2"
"372",14,"Aldrick Rosas",FA,"K31","270","395","301.9","37.4"
"373",14,"Equanimeous St. Brown",CHI,"WR122","249","388","302.0","46.2"
"374",14,"Randy Bullock",TEN,"K32","265","394","302.6","38.3"
"375",14,"Jordan Akins",HOU,"TE48","190","304","242.5","48.3"
"376",14,"Jeremy Kerley",FA,"WR123","216","318","279.7","35.1"
"377",14,"J'Mon Moore",FA,"WR124","271","379","307.9","30.5"
"378",14,"Jeff Heuerman",FA,"TE49","242","344","293.9","35.4"
"379",14,"Terrance West",FA,"RB104","227","365","308.4","40.3"
"380",14,"Jermaine Gresham",FA,"TE50","255","359","311.9","31.9"
"381",14,"Chris Conley",HOU,"WR125","271","362","320.0","27.5"
"382",14,"Kapri Bibbs",FA,"RB105","179","310","255.4","58.1"
"383",14,"DaeSean Hamilton",HOU,"WR126","302","353","328.1","21.8"
"384",14,"Josh Reynolds",DET,"WR127","272","336","307.2","26.1"
"385",14,"Miami Dolphins",MIA,"DST31","248","380","313.0","41.1"
"386",14,"Rashard Higgins",CAR,"WR128","193","374","314.2","60.4"
"387",14,"Marcus Murphy",FA,"RB106","291","364","315.0","24.1"
"388",14,"Wendell Smallwood",FA,"RB107","294","462","344.7","59.4"
"389",14,"Keith Smith",ATL,"RB108","271","310","294.2","14.5"
"390",14,"Charcandrick West",FA,"RB109","273","327","294.2","21.1"
"391",14,"AJ McCarron",FA,"QB41","286","515","353.4","89.6"
"392",14,"Clive Walford",FA,"TE51","229","407","295.6","64.8"
"393",14,"Chris Moore",HOU,"WR129","262","343","304.6","29.6"
"394",14,"Thomas Rawls",FA,"RB110","264","331","306.0","22.8"
"395",14,"Rico Gathers",FA,"TE52","209","342","306.4","49.1"
"396",14,"Indianapolis Colts",IND,"DST32","217","382","306.6","55.7"
"397",14,"Tajae Sharpe",ATL,"WR130","196","411","306.8","74.1"
"398",14,"Michael Roberts",FA,"TE53","160","412","310.2","82.7"
"399",14,"Demarcus Robinson",LV,"WR131","242","358","310.6","38.6"
"400",14,"Demetrius Harris",ARI,"TE54","286","339","313.4","17.5"
"401",14,"Ryan Switzer",CLE,"WR132","286","427","342.0","51.8"
"402",14,"Jordan Leggett",FA,"TE55","281","379","322.6","35.7"
"403",14,"Orleans Darkwa",FA,"RB111","313","336","324.8","8.8"
"404",14,"Roger Lewis",FA,"WR133","286","299","294.3","5.4"
"405",14,"Levine Toilolo",FA,"TE56","271","408","334.2","43.8"
"406",14,"Seth DeValve",FA,"TE57","300","374","337.2","24.9"
"407",14,"Shane Vereen",FA,"RB112","274","366","317.8","32.6"
"408",14,"Zane Gonzalez",CAR,"K33","292","396","324.5","42.1"
"409",14,"Daurice Fountain",KC,"WR134","135","214","174.5","39.5"
"410",14,"Andre Holmes",FA,"WR135","297","369","330.3","26.5"
"411",14,"Cameron Artis-Payne",FA,"RB113","328","422","364.2","36.2"
"412",14,"Breshad Perriman",TB,"WR136","270","301","286.7","12.8"
"413",14,"Austin Carr",FA,"WR137","136","474","290.0","139.6"
"414",14,"Dalton Schultz",DAL,"TE58","313","439","368.8","49.3"
"415",14,"Jacob Hollister",LV,"TE59","286","401","341.8","55.3"
"416",14,"J.D. McKissic",WAS,"RB114","308","453","370.6","54.0"
"417",14,"Benny Cunningham Jr.",FA,"RB115","316","448","371.6","45.3"
"418",14,"Geoff Swaim",TEN,"TE60","269","346","302.3","32.3"
"419",14,"Tyler Ervin",FA,"RB116","182","364","303.0","85.6"
"420",14,"Marcedes Lewis",GB,"TE61","279","336","303.7","23.9"
"421",14,"Nick O'Leary",FA,"TE62","263","332","305.3","30.3"
"422",14,"Jarius Wright",FA,"WR138","298","415","351.0","47.6"
"423",14,"Deonte Thompson",FA,"WR139","294","397","351.3","41.9"
"424",14,"C.J. Fiedorowicz",FA,"TE63","215","222","218.5","3.5"
"425",14,"Tre McBride III",FA,"WR140","204","241","222.5","18.5"
"426",14,"Ryan Grant",FA,"RB117","198","249","223.5","25.5"
"427",15,"TJ Jones",FA,"WR141","275","345","315.7","29.7"
"428",15,"Nick Boyle",BAL,"TE64","272","344","318.7","33.0"
"429",15,"T.J. Logan",FA,"RB118","277","376","320.7","41.3"
"430",15,"Amara Darboh",DEN,"WR142","285","448","362.3","64.7"
"431",15,"Tommy Bohanon",FA,"RB119","274","399","322.0","55.0"
"432",15,"Jacoby Brissett",CLE,"QB42","228","500","371.0","112.9"
"433",15,"Josh Malone",TEN,"WR143","256","371","330.7","52.9"
"434",15,"Patrick DiMarco",FA,"RB120","276","428","330.7","69.0"
"435",15,"Eric Tomlinson",DEN,"TE65","208","430","332.3","92.6"
"436",15,"Tion Green",FA,"RB121","245","280","262.5","17.5"
"437",15,"Coby Fleener",FA,"TE66","219","307","263.0","44.0"
"438",15,"Anthony Sherman",FA,"RB122","275","418","338.3","59.5"
"439",15,"Niles Paul",FA,"TE67","282","406","338.7","51.2"
"440",15,"A.J. Derby",FA,"TE68","258","397","343.3","61.0"
"441",15,"Paul Perkins",FA,"RB123","238","312","275.0","37.0"
