"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"131",9,"Joe Burrow",CIN,"QB20","70","314","139.6","28.6"
"132",9,"DeSean Jackson",LV,"WR51","65","301","138.7","38.4"
"133",9,"Blake Jarwin",FA,"TE18","63","273","141.8","28.5"
"134",9,"Jack Doyle",FA,"TE19","69","255","142.5","23.4"
"135",9,"Mecole Hardman",KC,"WR52","75","309","140.1","31.6"
"136",9,"Boston Scott",PHI,"RB45","88","280","137.5","30.7"
"137",9,"Mike Williams",LAC,"WR53","81","366","139.4","42.5"
"138",9,"Alexander Mattison",MIN,"RB46","93","227","142.7","22.4"
"139",9,"Allen Lazard",GB,"WR54","75","226","145.8","29.6"
"140",9,"Chris Herndon IV",MIN,"TE20","92","275","149.7","30.5"
"141",9,"Chris Thompson",FA,"RB47","60","306","141.0","44.9"
"142",9,"Jalen Reagor",PHI,"WR55","72","367","139.6","44.3"
"143",9,"Gardner Minshew II",PHI,"QB21","75","241","151.8","26.9"
"144",9,"N'Keal Harry",NE,"WR56","74","295","148.7","31.3"
"145",9,"Robby Anderson",CAR,"WR57","88","246","149.2","27.2"
"146",9,"Justin Jefferson",MIN,"WR58","86","295","150.6","35.8"
"147",9,"Eric Ebron",FA,"TE21","92","270","154.3","25.4"
"148",9,"Darrell Henderson Jr.",LAR,"RB48","85","281","144.5","30.2"
"149",9,"Tony Pollard",DAL,"RB49","93","327","151.6","29.6"
"150",9,"Nyheim Hines",IND,"RB50","76","266","149.2","29.3"
"151",9,"San Francisco 49ers",SF,"DST1","83","323","146.3","19.1"
"152",9,"Curtis Samuel",WAS,"WR59","88","243","150.7","27.7"
"153",9,"Chase Edmonds",MIA,"RB51","100","272","154.6","27.6"
"154",9,"Kirk Cousins",MIN,"QB22","91","251","157.7","21.1"
"155",9,"Breshad Perriman",TB,"WR60","90","247","156.7","30.8"
"156",9,"Pittsburgh Steelers",PIT,"DST2","85","230","146.6","12.7"
"157",9,"Jimmy Garoppolo",SF,"QB23","98","241","158.7","20.4"
"158",9,"Brandon Aiyuk",SF,"WR61","81","267","158.4","32.8"
"159",9,"Baltimore Ravens",BAL,"DST3","87","207","152.0","9.8"
"160",9,"Sammy Watkins",BAL,"WR62","67","263","158.7","25.9"
"161",9,"Parris Campbell",IND,"WR63","97","351","164.1","33.8"
"162",9,"Philip Rivers",FA,"QB24","105","275","170.6","30.1"
"163",9,"Buffalo Bills",BUF,"DST4","91","261","161.0","14.4"
"164",9,"Drew Lock",SEA,"QB25","114","275","171.7","26.4"
"165",9,"Michael Pittman Jr.",IND,"WR64","79","298","169.5","29.6"
"166",10,"Ian Thomas",CAR,"TE22","94","308","174.9","36.3"
"167",10,"Teddy Bridgewater",MIA,"QB26","86","275","177.4","31.4"
"168",10,"Irv Smith Jr.",MIN,"TE23","108","304","176.2","32.5"
"169",10,"New England Patriots",NE,"DST5","104","303","168.4","21.3"
"170",10,"Harrison Butker",KC,"K1","99","218","173.3","11.1"
"171",10,"Larry Fitzgerald",FA,"WR65","75","261","177.7","28.8"
"172",10,"New Orleans Saints",NO,"DST6","103","234","175.8","19.7"
"173",10,"Justin Tucker",BAL,"K2","104","233","174.8","10.8"
"174",10,"Chicago Bears",CHI,"DST7","102","266","177.6","22.8"
"175",10,"Hunter Renfrow",LV,"WR66","82","315","183.0","35.6"
"176",10,"Wil Lutz",NO,"K3","106","233","182.6","11.4"
"177",10,"Derek Carr",LV,"QB27","116","317","190.2","34.6"
"178",10,"Kansas City Chiefs",KC,"DST8","97","293","184.8","24.3"
"179",10,"Randall Cobb",GB,"WR67","101","269","188.0","27.8"
"180",10,"Justin Jackson",LAC,"RB52","115","311","188.8","36.1"
"181",10,"Greg Zuerlein",NYJ,"K4","108","251","191.1","14.5"
"182",10,"Sam Darnold",CAR,"QB28","125","320","197.2","32.0"
"183",10,"Laviska Shenault Jr.",JAC,"WR68","99","352","192.4","40.3"
"184",10,"James Washington",DAL,"WR69","97","389","196.3","33.0"
"185",10,"Minnesota Vikings",MIN,"DST9","133","265","192.5","20.9"
"186",10,"Joshua Kelley",LAC,"RB53","98","351","191.8","45.9"
"187",10,"Damien Harris",NE,"RB54","104","336","187.3","47.0"
"188",10,"AJ Dillon",GB,"RB55","104","393","193.3","41.3"
"189",10,"Los Angeles Rams",LAR,"DST10","114","317","192.9","25.8"
"190",10,"Greg Olsen",FA,"TE24","106","351","198.4","39.7"
"191",10,"Corey Davis",NYJ,"WR70","129","248","196.5","20.9"
"192",10,"Steven Sims Jr.",PIT,"WR71","97","326","193.8","45.5"
"193",10,"Jamaal Williams",DET,"RB56","89","316","188.0","37.6"
"194",10,"Cole Beasley",FA,"WR72","128","265","199.7","24.4"
"195",10,"Carlos Hyde",FA,"RB57","102","351","200.0","38.1"
"196",10,"Robbie Gould",SF,"K5","113","251","203.3","14.0"
"197",10,"Alshon Jeffery",FA,"WR73","100","368","196.6","45.7"
"198",10,"Giovani Bernard",TB,"RB58","144","313","196.8","32.6"
"199",10,"Philadelphia Eagles",PHI,"DST11","100","295","207.2","22.7"
"200",10,"Dede Westbrook",MIN,"WR74","109","315","199.3","35.5"
"201",10,"Darrynton Evans",CHI,"RB59","112","369","195.5","36.1"
"202",10,"O.J. Howard",BUF,"TE25","94","340","209.0","41.6"
"203",10,"Bryan Edwards",LV,"WR75","88","345","180.7","57.6"
"204",11,"Adrian Peterson",SEA,"RB60","98","372","193.4","56.9"
"205",11,"Los Angeles Chargers",LAC,"DST12","117","347","205.3","26.7"
"206",11,"Tennessee Titans",TEN,"DST13","120","323","215.6","23.3"
"207",11,"Denver Broncos",DEN,"DST14","119","308","213.3","24.5"
"208",11,"Denzel Mims",NYJ,"WR76","97","353","203.4","36.1"
"209",11,"Matt Prater",ARI,"K6","118","308","216.8","19.0"
"210",11,"Ryquell Armstead",JAC,"RB61","85","392","206.5","62.3"
"211",11,"Tyrod Taylor",NYG,"QB29","89","352","226.7","48.7"
"212",11,"Bryce Love",FA,"RB62","89","361","208.9","58.0"
"213",11,"Zane Gonzalez",CAR,"K7","121","332","222.6","22.2"
"214",11,"Indianapolis Colts",IND,"DST15","123","303","221.4","31.3"
"215",11,"Jake Elliott",PHI,"K8","119","280","222.7","19.6"
"216",11,"Kyle Rudolph",FA,"TE26","132","342","223.7","38.8"
"217",11,"Seattle Seahawks",SEA,"DST16","133","302","225.3","23.9"
"218",11,"Danny Amendola",HOU,"WR77","138","355","217.4","25.9"
"219",11,"Jalen Richard",FA,"RB63","115","337","207.8","41.0"
"220",11,"Ka'imi Fairbairn",HOU,"K9","124","287","227.9","19.7"
"221",11,"Jerick McKinnon",KC,"RB64","93","363","221.2","55.7"
"222",11,"John Ross",NYG,"WR78","140","369","220.4","30.8"
"223",11,"Darrel Williams",KC,"RB65","104","336","208.7","70.3"
"224",11,"Dwayne Haskins",FA,"QB30","131","324","238.5","33.0"
"225",11,"Malcolm Brown",MIA,"RB66","132","327","224.3","41.5"
"226",11,"Kenny Stills",NO,"WR79","128","338","224.5","28.1"
"227",11,"Dawson Knox",BUF,"TE27","142","319","227.7","34.6"
"228",11,"Green Bay Packers",GB,"DST17","128","311","236.6","25.7"
"229",11,"Tampa Bay Buccaneers",TB,"DST18","125","313","230.8","33.3"
"230",11,"Anthony McFarland Jr.",PIT,"RB67","134","379","218.8","46.6"
"231",11,"Gerald Everett",LAC,"TE28","127","341","230.1","42.4"
"232",11,"Benny Snell Jr.",PIT,"RB68","116","329","226.2","43.3"
"233",11,"Russell Gage",TB,"WR80","140","328","226.0","33.5"
"234",11,"Ke'Shawn Vaughn",TB,"RB69","84","369","219.4","74.0"
"235",11,"Younghoe Koo",ATL,"K10","122","327","235.5","30.8"
"236",11,"Miles Boykin",BAL,"WR81","147","381","228.4","32.2"
"237",11,"Tee Higgins",CIN,"WR82","136","403","229.1","37.7"
"238",11,"Dallas Cowboys",DAL,"DST19","135","324","242.8","28.8"
"239",11,"Dan Bailey",FA,"K11","139","308","240.9","19.9"
"240",11,"Michael Badgley",IND,"K12","137","324","245.1","30.1"
"241",11,"Mason Crosby",GB,"K13","164","302","245.1","20.8"
"242",11,"Cleveland Browns",CLE,"DST20","141","314","248.2","27.3"
"243",11,"Jace Sternberger",PIT,"TE29","125","353","237.1","51.4"
"244",11,"Jimmy Graham",CHI,"TE30","142","341","241.7","36.6"
"245",11,"Chris Conley",HOU,"WR83","157","315","232.1","23.9"
"246",11,"Jason Myers",SEA,"K14","154","297","248.9","21.4"
"247",11,"Will Dissly",SEA,"TE31","136","374","243.8","39.6"
"248",11,"Ryan Fitzpatrick",WAS,"QB31","142","358","258.8","40.4"
"249",11,"Rex Burkhead",HOU,"RB70","120","344","233.1","44.8"
"250",11,"Chris Boswell",PIT,"K15","153","309","255.7","26.2"
"251",11,"Brandon McManus",DEN,"K16","152","309","253.3","23.1"
"252",11,"Tyler Eifert",FA,"TE32","127","347","243.8","40.2"
"253",11,"Josh Reynolds",DET,"WR84","155","361","245.2","34.4"
"254",11,"Tre'Quan Smith",NO,"WR85","124","377","241.8","32.1"
"255",12,"Chase Claypool",PIT,"WR86","147","364","244.1","29.4"
"256",12,"New York Jets",NYJ,"DST21","145","347","256.3","39.6"
"257",12,"Marquez Valdes-Scantling",KC,"WR87","137","347","245.7","35.0"
"258",12,"Adam Humphries",WAS,"WR88","183","311","246.8","24.7"
"259",12,"James Robinson",JAC,"RB71","66","350","173.1","62.6"
"260",12,"Joey Slye",WAS,"K17","143","339","267.4","29.2"
"261",12,"Van Jefferson",LAR,"WR89","86","333","249.9","43.0"
"262",12,"Ito Smith",FA,"RB72","149","359","250.2","36.4"
"263",12,"Frank Gore",FA,"RB73","149","367","256.2","49.3"
"264",12,"Rashaad Penny",SEA,"RB74","159","388","253.6","52.7"
"265",12,"Andy Isabella",ARI,"WR90","175","364","256.5","33.2"
"266",12,"Kendrick Bourne",NE,"WR91","160","369","249.8","42.0"
"267",12,"David Njoku",CLE,"TE33","131","383","267.4","46.4"
"268",12,"Houston Texans",HOU,"DST22","162","345","275.3","28.0"
"269",12,"J.J. Arcega-Whiteside",PHI,"WR92","151","343","259.4","35.4"
"270",12,"Royce Freeman",HOU,"RB75","134","392","259.1","53.1"
"271",12,"Washington Commanders",WAS,"DST23","163","355","279.3","35.5"
"272",12,"Dion Lewis",FA,"RB76","181","380","259.1","37.1"
"273",12,"Austin Seibert",DET,"K18","169","339","281.2","26.1"
"274",12,"Mitchell Trubisky",PIT,"QB32","90","357","284.2","42.4"
"275",12,"Brian Hill",SF,"RB77","146","359","267.1","46.1"
"276",12,"Jaylen Samuels",ARI,"RB78","143","363","262.9","50.5"
"277",12,"Auden Tate",ATL,"WR93","138","373","263.5","38.1"
"278",12,"KJ Hamler",DEN,"WR94","206","372","265.1","32.9"
"279",12,"Peyton Barber",LV,"RB79","132","392","267.4","49.6"
"280",12,"Josh Lambo",FA,"K19","166","353","282.4","29.5"
"281",12,"Nick Foles",CHI,"QB33","150","391","288.2","42.1"
"282",12,"Devine Ozigbo",NE,"RB80","118","368","222.7","58.6"
"283",12,"Matt Gay",LAR,"K20","169","342","219.7","29.9"
"284",12,"Gus Edwards",BAL,"RB81","168","374","277.3","38.8"
"285",12,"Antonio Gandy-Golden",WAS,"WR95","174","369","271.6","39.4"
"286",12,"Zach Pascal",PHI,"WR96","208","383","274.6","33.6"
"287",12,"Jacksonville Jaguars",JAC,"DST24","145","360","291.3","36.5"
"288",12,"Justice Hill",BAL,"RB82","153","383","275.4","54.8"
"289",12,"Vance McDonald",FA,"TE34","139","384","283.0","39.5"
"290",12,"Atlanta Falcons",ATL,"DST25","158","355","296.0","32.0"
"291",12,"Demarcus Robinson",LV,"WR97","202","383","281.5","33.6"
"292",12,"Tua Tagovailoa",MIA,"QB34","151","361","296.3","39.5"
"293",12,"Detroit Lions",DET,"DST26","152","347","299.6","33.2"
"294",12,"Phillip Dorsett II",HOU,"WR98","194","378","279.2","31.3"
"295",12,"LeSean McCoy",FA,"RB83","146","370","256.9","53.1"
"296",12,"Darwin Thompson",SEA,"RB84","156","371","282.9","38.2"
"297",12,"Daniel Carlson",LV,"K21","183","353","296.9","29.6"
"298",12,"Stephen Gostkowski",FA,"K22","167","342","254.9","36.2"
"299",12,"Mohamed Sanu Sr.",SF,"WR99","175","397","244.9","49.6"
"300",12,"Carolina Panthers",CAR,"DST27","145","355","303.7","37.8"
"301",12,"Nelson Agholor",NE,"WR100","191","383","284.7","34.6"
"302",12,"Lynn Bowden Jr.",MIA,"WR101","170","364","274.2","50.6"
"303",12,"Jakobi Meyers",NE,"WR102","214","378","290.6","32.7"
"304",12,"Willie Snead IV",FA,"WR103","229","373","288.4","27.5"
"305",13,"DeAndre Washington",FA,"RB85","139","393","272.7","62.5"
"306",13,"J.D. McKissic",WAS,"RB86","115","388","252.1","67.1"
"307",13,"Devonta Freeman",BAL,"RB87","131","362","271.8","52.1"
"308",13,"Dustin Hopkins",LAC,"K23","178","353","304.1","32.8"
"309",13,"Devin Duvernay",BAL,"WR104","151","390","289.2","38.6"
"310",13,"Arizona Cardinals",ARI,"DST28","140","347","296.7","41.2"
"311",13,"Cameron Brate",TB,"TE35","142","380","302.6","38.2"
"312",13,"Bisi Johnson",MIN,"WR105","155","369","258.1","44.1"
"313",13,"Darren Fells",FA,"TE36","161","350","275.9","43.7"
"314",13,"C.J. Uzomah",NYJ,"TE37","163","373","271.0","43.5"
"315",13,"Ryan Succop",TB,"K24","150","353","240.3","34.8"
"316",13,"Greg Ward",PHI,"WR106","88","379","277.7","51.3"
"317",13,"La'Mical Perine",NYJ,"RB88","199","372","306.7","28.9"
"318",13,"Randy Bullock",TEN,"K25","177","353","303.6","31.2"
"319",13,"David Moore",FA,"WR107","226","377","305.1","32.2"
"320",13,"Justin Herbert",LAC,"QB35","202","381","317.7","31.2"
"321",13,"Mike Boone",DEN,"RB89","245","386","314.0","28.4"
"322",13,"Dare Ogunbowale",HOU,"RB90","177","380","292.5","46.9"
"323",13,"DaeSean Hamilton",HOU,"WR108","203","387","303.7","37.5"
"324",13,"Stephen Hauschka",FA,"K26","192","353","281.4","24.4"
"325",13,"DeeJay Dallas",SEA,"RB91","185","391","301.8","39.9"
"326",13,"Jordan Akins",HOU,"TE38","171","380","283.4","43.6"
"327",13,"Logan Thomas",WAS,"TE39","173","366","255.7","44.9"
"328",13,"Dan Arnold",JAC,"TE40","156","385","271.5","47.9"
"329",13,"Scotty Miller",TB,"WR109","111","394","279.4","53.4"
"330",13,"Chase McLaughlin",CLE,"K27","172","342","295.1","31.8"
"331",13,"Patrick Laird",MIA,"RB92","235","393","315.4","31.9"
"332",13,"Las Vegas Raiders",LV,"DST29","185","355","308.7","33.4"
"333",13,"Brett Maher",FA,"K28","170","374","293.5","34.9"
"334",13,"Trey Burton",FA,"TE41","136","393","300.9","52.6"
"335",13,"Justin Rohrwasser",FA,"K29","116","353","289.9","37.5"
"336",13,"Sam Sloman",PIT,"K30","161","353","285.1","34.3"
"337",13,"Ted Ginn Jr.",FA,"WR110","226","384","313.1","36.4"
"338",13,"Wayne Gallman Jr.",MIN,"RB93","224","393","329.1","32.2"
"339",13,"Aldrick Rosas",FA,"K31","203","339","295.3","26.3"
"340",13,"Devin Asiasi",NE,"TE42","173","370","301.4","41.4"
"341",13,"Keke Coutee",IND,"WR111","244","390","314.3","32.3"
"342",13,"Eno Benjamin",ARI,"RB94","188","392","322.4","37.9"
"343",13,"T.J. Yeldon",FA,"RB95","253","392","330.6","29.3"
"344",13,"Jakeem Grant Sr.",CLE,"WR112","139","395","285.9","43.5"
"345",13,"Nick Boyle",BAL,"TE43","163","388","302.3","41.4"
"346",13,"Qadree Ollison",ATL,"RB96","272","392","334.0","24.2"
"347",13,"Rodrigo Blankenship",IND,"K32","215","353","285.7","30.4"
"348",13,"Tyler Bass",BUF,"K33","162","342","297.7","30.2"
"349",13,"Mike Davis",ATL,"RB97","195","386","313.8","43.7"
"350",13,"Josh Gordon",KC,"WR113","129","374","289.3","51.3"
"351",13,"Lamar Miller",FA,"RB98","123","392","293.3","53.6"
"352",13,"Reggie Bonnafon",WAS,"RB99","187","386","316.6","35.7"
"353",13,"Jordan Wilkins",TEN,"RB100","257","393","329.0","27.9"
"354",13,"Jason Witten",FA,"TE44","192","391","318.7","45.6"
"355",13,"Jarrett Stidham",NE,"QB36","167","394","330.9","40.5"
"356",13,"Trent Taylor",CIN,"WR114","188","396","295.1","47.5"
"357",13,"Miami Dolphins",MIA,"DST30","189","355","311.0","39.4"
"358",13,"Cole Kmet",CHI,"TE45","179","374","325.6","37.6"
"359",14,"Cordarrelle Patterson",ATL,"RB101","189","399","307.0","50.3"
"360",14,"Bo Scarbrough",FA,"RB102","258","393","338.8","24.4"
"361",14,"Jacob Hollister",LV,"TE46","187","389","313.2","42.8"
"362",14,"Damiere Byrd",ATL,"WR115","213","412","293.1","46.7"
"363",14,"Corey Clement",DAL,"RB103","156","385","315.3","53.1"
"364",14,"Myles Gaskin",MIA,"RB104","258","392","337.0","27.0"
"365",14,"Jason Sanders",MIA,"K34","231","353","315.3","27.0"
"366",14,"Travis Homer",SEA,"RB105","270","392","337.6","25.0"
"367",14,"Isaiah Ford",MIA,"WR116","190","396","304.3","49.7"
"368",14,"Ryan Griffin",CHI,"TE47","194","391","331.6","36.7"
"369",14,"Cincinnati Bengals",CIN,"DST31","190","355","315.9","35.6"
"370",14,"Dante Pettis",NYG,"WR117","196","390","325.3","45.5"
"371",14,"Keelan Cole Sr.",NYJ,"WR118","203","396","329.1","37.5"
"372",14,"New York Giants",NYG,"DST32","195","355","313.3","40.8"
"373",14,"Antonio Brown",FA,"WR119","100","396","294.2","68.0"
"374",14,"Ty Montgomery",NE,"RB106","245","393","334.6","35.3"
"375",14,"Graham Gano",NYG,"K35","235","359","310.6","30.3"
"376",14,"Jameis Winston",NO,"QB37","254","397","348.3","33.7"
"377",14,"Derrius Guice",FA,"RB107","76","337","175.8","106.3"
"378",14,"Justin Watson",KC,"WR120","222","393","332.9","36.7"
"379",14,"Taysom Hill",NO,"QB38","259","396","336.2","32.5"
"380",14,"Jeff Wilson Jr.",SF,"RB108","158","393","332.9","42.9"
"381",14,"Dontrelle Inman",FA,"WR121","208","405","303.8","42.8"
